DOC_ID	LABEL	RATING	VERIFIED_PURCHASE	PRODUCT_CATEGORY	PRODUCT_ID	PRODUCT_TITLE	REVIEW_TITLE	REVIEW_TEXT
6123	__label1__	5	N	Grocery	B000SWTKV0	"Light Grey Celtic coarse sea salt, 1 lb. bag"	Addictive sea salt	This salt is so good. I have replaced my regular old iodine salt with this stuff and it is a noticeable change. It's way better for you too!
6124	__label1__	5	N	Sports	B000Q76SC6	Trademark Poker Texas Traveller Table Top & Chip Travel Set	The tabletop is fine but the 300 chips included are made of very ...	"The tabletop is fine but the 300 chips included are made of very very light weight plastic and are worthless, so don't let the chips influence your purchase."
6125	__label1__	5	N	Grocery	B00S8M4H9M	XMRE 1300XT - Beef Single Meal - Military Grade Meal Ready to Eat	I ordered two of these meals for my husband and ...	"I ordered two of these meals for my husband and I during our most recent camping trip.  I've found that it works well with this: http://www.amzn.gift/gp/product/B0002YRNJK  I'd forgotten how big these meals were! We cooked two of these (one for each of us) plus a side of MHM veggies; it more than filled my husband up and I couldn't finish mine. I had to pass my leftovers to our buddy who was camping with us. As for my husband, he was full well before he finished his but &#34;powered through&#34; to finish it.   As for the taste, it was delicious and a welcomed hot meal during our times in the woods.  I hope this review was helpful. If you found this review helpful, please mark yes below."
6126	__label1__	5	Y	Kitchen	B00UJBLI56	iPerfect Kitchen Ultra Sharp Stainless Steel Dual Julienne & Vegetable Peeler Complete Bundle	iPerfect Kitchen Ultra Sharp Stainless Steel Peeler	This is definitely the best peeler I have ever used. It has nice sharp blades that make peeling much faster. The Japanese stainless steel really makes a difference. I like that it has a hook so I can keep it on my utensil rack with my other kitchen tools. Cleans up easily in the dishwasher too. I love it!
6127	__label1__	5	Y	Apparel	B00RU7J2IM	Reypo Women's Seamless Capri Leggings (Black)	Fantastic	"Very great leggings for my girlfriend. Someone recommended it for her, and she asked me to buy it. Now I can see that she's very happy wearing it. So that means it's one of the greatest leggings. Thanks"
6128	__label1__	5	N	Grocery	B00RC7GPS0	GuruNanda Ghee - Clarified butter- 14 Oz (Packaging may vary)	but it's about the best you can buy	"This ghee (clarified butter) is not cheap, but it's about the best you can buy. I was pleasantly surprised with the quality and flavor. The aroma is amazing and I have to restrict myself, because I'd eat it on everything. I highly recommend this product."
6129	__label1__	5	N	Home Improvement	B00BBLITLY	Automatic Sliding Gate Opener Slide Operator 2200ib Sg	Awesome Gate Slide Operator...!!!!	"I'm highly recommended this is great  Automatic Sliding Gate Opener Slide Operator..!!! I have been using  this my gate opener for 3 weeks  now and it is the  best money  I have spent in a long time.I have a 18' chain link gate and my  opener works perfectly. It's a little slow. With so many gate openers  on the market the price was  what really caught my eye. This is the best investment  in my home I've made  in awhile. Great product, and it's price is really so much reasonable."
6130	__label1__	5	N	Pet Products	B000KEVF32	"GREENIES Dental Dog Treats, Regular, Original Flavor, 27 Treats, 27 oz."	Pups are happy	My pups are happy with this and I think that that's what matter in the end. The price is pretty hard to beat too.
6131	__label1__	5	N	Toys	B00BTW0Q8O	Balloon Animal University now with Qualatex Balloons and Online Training Video Series Access. Learn to Make Balloon Animals Starter Kit!	Kit is exactly as described	"Prompt shipping, and the product is EXACTLY as promised.  The adults had as much fun as the kids did with this.  The price was right!"
6132	__label1__	5	N	Camera	B00UFHY8L0	ANART 10 All-in-1 Professional Kit Accessories for GoPro HD Hero 3 White Hero 3+ Silver Hero 4 Black and ANART SPC-01(W8) SPC-04(A8) SPC-09(W9) Sports Camera	Nothing bad to say here	"&#34;Nothing bad to say here. The product works as advertised. It's just as it's been advertised in the title and description. Read through everything mentioned there and take a look at the pictures and you'll have a really good understanding of exactly what you're getting. The post here on Amazon is legit and the details are well cited.<br /><br />http://www.amzn.gift/gp/product/B00IIB4YVE<br /><br />After purchasing a used unit and not being able to figure it out, I visited, in my local region, two libraries at two major universities. One was the library at the University of Wisconsin in Superior, WI and the other was the library at the University of Minnesota in Duluth, MN. I spoke with about ten students in each library and asked if they could help. All of them said &#34;&#34;No. I thought that maybe from talking to the students someone could enlighten me about the benefits of the unit. Finally I did some research online that helped answer my questions.<br /><br />If I could give 4 1/2 I would have. It does what I'm looking for, it's not 100% perfect but it's pretty darn good! I'd recommend it if you're in the market :D<br /><br />11/10, would recommend.<br />http://www.amzn.gift/gp/product/B00UFHY8L0"
6133	__label1__	5	Y	Office Products	B00GNJU0PM	TTA Compatible with  Brother TN750 New Compatible High Yield Toner Cartridge [2 Year Worry Free Warranty] [3 Pack]	Better buy	They work just like the Brother cartridges but a much better buy. I recomend these cartridges to anyone doing a lot of printing.
6134	__label1__	5	N	Home	B00AYE039U	Wall Hanging Wood Cross 12cm Olive Wood Wall Cross From Bethlehem (Ow-Crs-053)	Beautiful Look and Feel	"This cross has a very unique and rather smooth touch to it. Maybe it's the wood they have used to make it, but it's just marvelous to touch. The wooden texture gives it an amazing look. Very well priced for such an amazingly well made cross."
6135	__label1__	5	N	Sports	B00NL7E0OQ	"Attmu 2 Pack Silicone Swim Caps with Ergonomic Ear Pockets, Unisex Fit Long Hair, Black + Blue"	Must Buy! Great Product !	"They are reasonably priced and are long lasting due to being silicone, rather than rubber, silicone which does not dry rot and break down in our very dry desert weather low humidity.These silicone swim caps fit my largish head very firmly, so they could easily be worn by older children. They are shaped to fit comfortably around the ears and there are molded decorative lines on the scalp area and a scrolled border.Good Product with great quality.. long lasting must buy. works great while swimming !"
6136	__label1__	5	N	Sports	B00B1XJFEW	"Big Mike's Fitness Deluxe Doorway Pull-Up Bar, Chrome"	Great	"I bought this as I'm a student, so wanted to go as cheap as possible. The bar arrived by next day tracked delivery which i was surprised by. I have mounted it using only friction as i live in a rented house so can't really go drilling holes in doorways but it seems very sturdy even for a friction mount!"
6137	__label1__	5	N	Books	1479224170	The Living Art of Ketsugo Jujutsu: A Dialog on the Freedman Method of Ketsugo Jujutsu with Grandmaster Peter Freedman	Great read with great info on the development of martial arts	"Sensei Freedman has an incredibly inspiring story of growing up on the streets of Boston. This book does a good job to capture his personality and wit, and delivers powerful insights about the martial arts and some things to consider for becoming an ever-improving martial artist. He has a very scientific method for delivering martial arts lessons, and is very open minded and forward thinking, but adheres to and honors the traditions of the arts he teaches. A short, easy read full of great info that will remain on my dojo bookshelf."
6138	__label1__	5	N	Office Products	B00LFWYES6	"A1244 OFFICE BEAUTIES: Assorted Box Of 10 Hilarious All-Occasion Cards, W/12 Envelopes (10 Designs, 1 Card Per Design)"	Hilarious cards that my friends adore...	This cards are just hilarious. I send them to my family and friends and we have great laughs. Definitely great way to show attention and have fun.
6139	__label1__	5	N	Lawn and Garden	B00IEJSB5U	"BlizeTec Oven Barbecue Gloves: Heat Resistant, Non-stick yet Waterproof (1 Pair)"	GREAT PRODUCT	"Where do I even start...At first I thought these gloves were just like any other glove, but I bought them because a friend said I should get those, so I did... And now I just can't seem to take them off these gloves are so comfortable and so heat resistant that it makes me want to put my hand on fire!! I laugh at my friends moms all the time because their gloves get burnt unlike these... BURNT RESISTANT, the best gloves you will ever find."
